
S&P 500 INDEX,Last: 6001.3501,Change:  5.8101
"Date: November 12, 2024 at 3:29 AM EST",Bid: 5957.6299,Ask: 6062.1299,Size: 1*1,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Dec 20 2024,SPX241220C05400000,639.66,10.56,627.6,634.6,1,0.2162,0.9441,0.0003,24619,5400.00,SPX241220P05400000,10.2,-1.45,10.2,10.4,368,0.2176,-0.0571,0.0003,39003
Fri Dec 20 2024,SPX241220C05405000,451.27,0,623.1,629.8,0,0.2163,0.9433,0.0003,24,5405.00,SPX241220P05405000,10.58,-1.27,10.3,10.6,1,0.2168,-0.0579,0.0003,410
Fri Dec 20 2024,SPX241220C05425000,600.03,0,603.4,610.4,0,0.2119,0.94,0.0003,2045,5425.00,SPX241220P05425000,11.1,-1.3,10.8,11.1,73,0.2131,-0.0613,0.0003,6079
Fri Dec 20 2024,SPX241220C05430000,368.23,0,598.4,605.5,0,0.2106,0.9391,0.0003,211,5430.00,SPX241220P05430000,10.9,-1.65,11,11.3,1,0.2125,-0.0621,0.0003,834
Fri Dec 20 2024,SPX241220C05440000,408.65,0,588.9,595.9,0,0.2093,0.9373,0.0003,113,5440.00,SPX241220P05440000,11.43,-1.42,11.3,11.5,9,0.2105,-0.0639,0.0003,1959
Fri Dec 20 2024,SPX241220C05445000,370,0,584.4,591.2,0,0.2094,0.9363,0.0003,11,5445.00,SPX241220P05445000,11.16,-1.89,11.4,11.7,188,0.2097,-0.0649,0.0003,296
Fri Dec 20 2024,SPX241220C05450000,579,0,579.3,586.3,0,0.2078,0.9354,0.0003,8255,5450.00,SPX241220P05450000,11.78,-1.42,11.6,11.9,1292,0.209,-0.0658,0.0003,22719
Fri Dec 20 2024,SPX241220C05460000,333.66,0,569.5,576.6,0,0.2056,0.9334,0.0003,121,5460.00,SPX241220P05460000,11.81,-1.74,11.9,12.2,1,0.2072,-0.0678,0.0003,688
Fri Dec 20 2024,SPX241220C05470000,533.39,0,560.1,567,0,0.2044,0.9314,0.0003,246,5470.00,SPX241220P05470000,12,-1.85,12.2,12.5,8,0.2054,-0.0698,0.0003,933
Fri Dec 20 2024,SPX241220C05475000,374.65,0,555.3,562.2,0,0.2036,0.9304,0.0003,3284,5475.00,SPX241220P05475000,12.4,-1.65,12.4,12.7,61,0.2046,-0.0708,0.0003,9071
Fri Dec 20 2024,SPX241220C05480000,344.5,0,550.5,557.4,0,0.2027,0.9293,0.0004,440,5480.00,SPX241220P05480000,12.4,-1.85,12.6,12.9,20,0.2038,-0.0719,0.0004,608
Fri Dec 20 2024,SPX241220C05485000,528.41,0,545.7,552.7,0,0.2021,0.9282,0.0004,86,5485.00,SPX241220P05485000,12.3,-2.15,12.7,13,2,0.2027,-0.073,0.0004,388
Fri Dec 20 2024,SPX241220C05490000,356.23,0,540.7,547.8,0,0.2006,0.9271,0.0004,75,5490.00,SPX241220P05490000,12.6,-2.05,12.9,13.2,39,0.2019,-0.0741,0.0004,427
Fri Dec 20 2024,SPX241220C05500000,550,0,531.3,538.3,0,0.1994,0.9249,0.0004,39590,5500.00,SPX241220P05500000,13.1,-1.95,13.3,13.6,2101,0.2004,-0.0764,0.0004,53198
Fri Dec 20 2024,SPX241220C05510000,347.88,0,521.8,528.7,0,0.1978,0.9225,0.0004,248,5510.00,SPX241220P05510000,14.02,-1.43,13.7,14,26,0.1985,-0.0787,0.0004,513
Fri Dec 20 2024,SPX241220C05515000,314.6,0,517.3,524,0,0.1976,0.9213,0.0004,35,5515.00,SPX241220P05515000,13.6,-2.05,13.8,14.2,207,0.1977,-0.0799,0.0004,457
Fri Dec 20 2024,SPX241220C05520000,401.81,0,512,519.1,0,0.1956,0.92,0.0004,83,5520.00,SPX241220P05520000,13.8,-2.05,14,14.4,8,0.1968,-0.0812,0.0004,777
Fri Dec 20 2024,SPX241220C05525000,508,0,507.4,514.4,0,0.1952,0.9188,0.0004,5818,5525.00,SPX241220P05525000,13.38,-2.67,14.2,14.6,141,0.196,-0.0824,0.0004,6729
Fri Dec 20 2024,SPX241220C05530000,515.33,10.58,502.7,509.6,4,0.1944,0.9175,0.0004,181,5530.00,SPX241220P05530000,13.62,-2.73,14.5,14.8,2,0.1952,-0.0838,0.0004,481
Fri Dec 20 2024,SPX241220C05540000,497.64,0,493.1,500.1,0,0.1926,0.9148,0.0004,129,5540.00,SPX241220P05540000,15.48,-1.27,14.9,15.2,1,0.1934,-0.0864,0.0004,382
Fri Dec 20 2024,SPX241220C05545000,384.8,0,488.7,495.4,0,0.1924,0.9134,0.0004,46,5545.00,SPX241220P05545000,14.8,-2.25,15.1,15.4,4,0.1925,-0.0878,0.0004,435
Fri Dec 20 2024,SPX241220C05550000,488.21,0,483.7,490.6,0,0.1911,0.912,0.0004,13102,5550.00,SPX241220P05550000,15.36,-1.89,15.3,15.7,291,0.1918,-0.0892,0.0004,22300
Fri Dec 20 2024,SPX241220C05555000,301.31,0,479.2,485.9,0,0.1907,0.9106,0.0004,55,5555.00,SPX241220P05555000,15.3,-2.25,15.6,15.9,142,0.191,-0.0906,0.0004,395
Fri Dec 20 2024,SPX241220C05560000,280.42,0,474,481.1,0,0.189,0.9092,0.0004,382,5560.00,SPX241220P05560000,15.98,-1.82,15.8,16.1,5,0.19,-0.0921,0.0004,1755
Fri Dec 20 2024,SPX241220C05565000,298.07,0,469.4,476.4,0,0.1885,0.9077,0.0004,114,5565.00,SPX241220P05565000,15.22,-2.78,16,16.4,1,0.1892,-0.0935,0.0004,509
Fri Dec 20 2024,SPX241220C05570000,383.09,0,464.7,471.7,0,0.1877,0.9062,0.0005,305,5570.00,SPX241220P05570000,15.64,-2.66,16.3,16.6,4,0.1884,-0.095,0.0005,2129
Fri Dec 20 2024,SPX241220C05575000,463,0,459.8,466.9,0,0.1865,0.9046,0.0005,7306,5575.00,SPX241220P05575000,16.26,-2.29,16.5,16.9,55,0.1875,-0.0966,0.0005,9779
Fri Dec 20 2024,SPX241220C05580000,270.28,0,455.1,462.2,0,0.1858,0.903,0.0005,176,5580.00,SPX241220P05580000,16.65,-2.15,16.8,17.1,10,0.1867,-0.0982,0.0005,599
Fri Dec 20 2024,SPX241220C05585000,348.92,0,450.6,457.5,0,0.1853,0.9014,0.0005,104,5585.00,SPX241220P05585000,16.87,-2.23,17,17.4,30,0.1858,-0.0998,0.0005,404
Fri Dec 20 2024,SPX241220C05590000,262.25,0,445.9,452.8,0,0.1844,0.8998,0.0005,132,5590.00,SPX241220P05590000,16.42,-2.98,17.2,17.7,1,0.1849,-0.1014,0.0005,604
Fri Dec 20 2024,SPX241220C05595000,319.25,0,441.2,448.1,0,0.1836,0.8981,0.0005,94,5595.00,SPX241220P05595000,17.6,-2.1,17.6,17.9,183,0.1842,-0.1031,0.0005,558
Fri Dec 20 2024,SPX241220C05600000,454.98,1.7,436.5,443.4,79,0.1828,0.8964,0.0005,28619,5600.00,SPX241220P05600000,17.69,-2.31,17.8,18.2,6947,0.1833,-0.1048,0.0005,49239
Fri Dec 20 2024,SPX241220C05605000,324.9,0,432.1,438.8,0,0.1825,0.8947,0.0005,57,5605.00,SPX241220P05605000,18.1,-2.2,18.1,18.5,51,0.1825,-0.1066,0.0005,2226
Fri Dec 20 2024,SPX241220C05610000,332.2,0,426.9,434,0,0.1808,0.8929,0.0005,239,5610.00,SPX241220P05610000,19.02,-1.58,18.4,18.8,10,0.1817,-0.1083,0.0005,513
Fri Dec 20 2024,SPX241220C05615000,255.53,0,422.4,429.4,0,0.1803,0.8911,0.0005,294,5615.00,SPX241220P05615000,18.5,-2.4,18.7,19.1,332,0.1809,-0.1102,0.0005,865
Fri Dec 20 2024,SPX241220C05620000,396.3,0,417.8,424.7,0,0.1796,0.8892,0.0005,249,5620.00,SPX241220P05620000,18.7,-2.5,19,19.4,75,0.18,-0.112,0.0005,1001
Fri Dec 20 2024,SPX241220C05625000,391.56,0,413.1,420,0,0.1786,0.8873,0.0006,6197,5625.00,SPX241220P05625000,19.27,-2.23,19.3,19.7,1874,0.1792,-0.1139,0.0006,10505
Fri Dec 20 2024,SPX241220C05630000,304.91,0,408.2,415.3,0,0.1774,0.8854,0.0006,65,5630.00,SPX241220P05630000,19.6,-2.3,19.6,20,8,0.1783,-0.1158,0.0006,839
Fri Dec 20 2024,SPX241220C05635000,229.5,0,403.8,410.7,0,0.177,0.8834,0.0006,183,5635.00,SPX241220P05635000,20.5,-1.7,19.9,20.3,17,0.1774,-0.1178,0.0006,439
Fri Dec 20 2024,SPX241220C05640000,209.19,0,398.9,406,0,0.1758,0.8814,0.0006,381,5640.00,SPX241220P05640000,20.28,-2.22,20.2,20.6,14,0.1765,-0.1198,0.0006,1116
Fri Dec 20 2024,SPX241220C05645000,286.1,0,397.4,398.6,0,0.1755,0.8794,0.0006,109,5645.00,SPX241220P05645000,20.4,-2.5,20.6,21,2,0.1758,-0.1219,0.0006,279
Fri Dec 20 2024,SPX241220C05650000,395.6,3.45,392.9,393.8,3,0.1746,0.8773,0.0006,18528,5650.00,SPX241220P05650000,21.05,-2.15,20.9,21.3,329,0.1749,-0.124,0.0006,26815
Fri Dec 20 2024,SPX241220C05655000,210.5,0,388.2,389.3,0,0.1739,0.8751,0.0006,86,5655.00,SPX241220P05655000,21.2,-2.4,21.3,21.6,1,0.1741,-0.1261,0.0006,194
Fri Dec 20 2024,SPX241220C05660000,366.74,0,383.6,384.7,0,0.173,0.8729,0.0006,502,5660.00,SPX241220P05660000,21.43,-2.57,21.6,22,29,0.1733,-0.1283,0.0006,616
Fri Dec 20 2024,SPX241220C05665000,197.9,0,378.9,380.1,0,0.1722,0.8707,0.0006,369,5665.00,SPX241220P05665000,22.04,-2.36,21.9,22.4,307,0.1724,-0.1305,0.0006,574
Fri Dec 20 2024,SPX241220C05670000,370.89,-1.55,374.4,375.4,0,0.1714,0.8684,0.0006,3655,5670.00,SPX241220P05670000,22.4,-2.35,22.3,22.7,19,0.1715,-0.1328,0.0006,3914
Fri Dec 20 2024,SPX241220C05675000,372.55,-5.15,369.8,370.8,2,0.1705,0.8661,0.0006,5414,5675.00,SPX241220P05675000,22.75,-2.4,22.7,23.1,23,0.1708,-0.1351,0.0006,7217
Fri Dec 20 2024,SPX241220C05680000,371.65,0,365.3,366.2,0,0.1698,0.8638,0.0007,2612,5680.00,SPX241220P05680000,23.22,-2.33,23.1,23.5,88,0.17,-0.1374,0.0007,3327
Fri Dec 20 2024,SPX241220C05685000,369.8,-0.7,360.7,361.6,0,0.1689,0.8613,0.0007,3335,5685.00,SPX241220P05685000,23.4,-2.6,23.5,23.9,7,0.1692,-0.1399,0.0007,3283
Fri Dec 20 2024,SPX241220C05690000,338.33,-1.6,356.1,357,0,0.168,0.8589,0.0007,4681,5690.00,SPX241220P05690000,23.81,-2.59,23.9,24.3,285,0.1683,-0.1424,0.0007,5895
Fri Dec 20 2024,SPX241220C05695000,184.97,0,351.5,352.5,0,0.1672,0.8564,0.0007,5989,5695.00,SPX241220P05695000,24.34,-2.46,24.3,24.7,223,0.1674,-0.1449,0.0007,5488
Fri Dec 20 2024,SPX241220C05700000,350,3.5,347,347.9,7,0.1664,0.8538,0.0007,56736,5700.00,SPX241220P05700000,24.5,-2.75,24.7,25.1,2713,0.1666,-0.1474,0.0007,55767
Fri Dec 20 2024,SPX241220C05705000,346.14,0,342.4,343.4,0,0.1656,0.8512,0.0007,1246,5705.00,SPX241220P05705000,25.1,-2.6,25.1,25.5,8,0.1657,-0.1501,0.0007,1355
Fri Dec 20 2024,SPX241220C05710000,341.69,0,337.9,338.8,0,0.1647,0.8485,0.0007,1627,5710.00,SPX241220P05710000,25.42,-2.73,25.5,26,238,0.1649,-0.1528,0.0007,1736
Fri Dec 20 2024,SPX241220C05715000,153.85,0,333.3,334.4,0,0.164,0.8457,0.0008,647,5715.00,SPX241220P05715000,25.9,-2.75,26,26.4,25,0.1641,-0.1555,0.0008,1075
Fri Dec 20 2024,SPX241220C05720000,332.72,0,328.9,329.8,0,0.1632,0.8429,0.0008,2868,5720.00,SPX241220P05720000,26.13,-2.97,26.4,26.9,32,0.1632,-0.1583,0.0008,3013
Fri Dec 20 2024,SPX241220C05725000,328.27,0,324.4,325.3,0,0.1624,0.8401,0.0008,6691,5725.00,SPX241220P05725000,26.67,0.42,26.9,27.3,178,0.1624,-0.1611,0.0008,6778
Fri Dec 20 2024,SPX241220C05730000,323.57,0,319.9,320.8,0,0.1615,0.8372,0.0008,2872,5730.00,SPX241220P05730000,27,-3.1,27.4,27.8,13,0.1616,-0.164,0.0008,3071
Fri Dec 20 2024,SPX241220C05735000,319.52,0,315.4,316.3,0,0.1607,0.8342,0.0008,3266,5735.00,SPX241220P05735000,27.9,-2.75,27.9,28.3,6,0.1608,-0.167,0.0008,3652
Fri Dec 20 2024,SPX241220C05740000,136,0,310.9,311.8,0,0.1598,0.8311,0.0008,6130,5740.00,SPX241220P05740000,28.47,-2.68,28.4,28.8,24,0.16,-0.1701,0.0008,6317
Fri Dec 20 2024,SPX241220C05745000,239.1,0,306.4,307.4,0,0.159,0.828,0.0008,7476,5745.00,SPX241220P05745000,29.16,-2.54,28.9,29.3,59,0.1592,-0.1732,0.0008,7936
Fri Dec 20 2024,SPX241220C05750000,311.59,9.94,302,302.9,26,0.1582,0.8248,0.0008,71006,5750.00,SPX241220P05750000,29.77,-2.48,29.4,29.8,2720,0.1583,-0.1764,0.0008,76636
Fri Dec 20 2024,SPX241220C05755000,300.97,0,297.6,298.5,0,0.1574,0.8216,0.0009,9683,5755.00,SPX241220P05755000,29.7,-3.05,29.9,30.4,53,0.1575,-0.1796,0.0009,9622
Fri Dec 20 2024,SPX241220C05760000,296.47,0,293.1,294,0,0.1565,0.8183,0.0009,8730,5760.00,SPX241220P05760000,30.15,-3.2,30.5,30.9,173,0.1567,-0.1829,0.0009,8629
Fri Dec 20 2024,SPX241220C05765000,300.07,11.62,288.7,289.6,1,0.1557,0.8149,0.0009,9588,5765.00,SPX241220P05765000,29.65,-4.3,31,31.5,12,0.1558,-0.1863,0.0009,9312
Fri Dec 20 2024,SPX241220C05770000,293.89,9.69,284.3,285.2,25,0.1549,0.8115,0.0009,7725,5770.00,SPX241220P05770000,32.63,-1.92,31.6,32.1,5,0.1551,-0.1897,0.0009,7851
Fri Dec 20 2024,SPX241220C05775000,278,-1.7,279.9,280.9,19,0.1542,0.8079,0.0009,13366,5775.00,SPX241220P05775000,31.86,-3.34,32.2,32.7,845,0.1543,-0.1933,0.0009,11606
Fri Dec 20 2024,SPX241220C05780000,286.97,11.47,275.6,276.5,15,0.1534,0.8043,0.0009,12801,5780.00,SPX241220P05780000,32.39,-3.46,32.8,33.3,1177,0.1535,-0.1969,0.0009,12677
Fri Dec 20 2024,SPX241220C05785000,275.31,0,271.2,272.1,0,0.1525,0.8006,0.0009,8840,5785.00,SPX241220P05785000,32.7,-3.75,33.4,33.9,1,0.1526,-0.2006,0.0009,9043
Fri Dec 20 2024,SPX241220C05790000,281.57,14.82,266.9,267.8,1,0.1518,0.7969,0.001,11503,5790.00,SPX241220P05790000,33.62,-3.53,34,34.5,199,0.1518,-0.2043,0.001,11720
Fri Dec 20 2024,SPX241220C05795000,200,0,262.5,263.4,0,0.1509,0.793,0.001,7697,5795.00,SPX241220P05795000,34.48,-3.37,34.7,35.2,32,0.1511,-0.2082,0.001,7600
Fri Dec 20 2024,SPX241220C05800000,259.6,1.75,258.2,259.1,54,0.1501,0.7891,0.001,55121,5800.00,SPX241220P05800000,35.04,-3.51,35.3,35.8,850,0.1502,-0.2121,0.001,51366
Fri Dec 20 2024,SPX241220C05805000,273,18.8,253.9,254.8,1,0.1493,0.7851,0.001,5367,5805.00,SPX241220P05805000,35.6,-3.65,36,36.5,122,0.1494,-0.2161,0.001,5436
Fri Dec 20 2024,SPX241220C05810000,254.4,0,249.7,250.6,0,0.1486,0.781,0.001,3966,5810.00,SPX241220P05810000,35.26,-4.69,36.7,37.2,4,0.1486,-0.2202,0.001,3894
Fri Dec 20 2024,SPX241220C05815000,184.91,0,245.4,246.3,0,0.1477,0.7768,0.001,7206,5815.00,SPX241220P05815000,35.88,-4.87,37.4,37.9,3,0.1478,-0.2244,0.001,7322
Fri Dec 20 2024,SPX241220C05820000,242.47,0,241.2,242.1,0,0.147,0.7726,0.0011,4580,5820.00,SPX241220P05820000,38,-3.55,38.2,38.7,47,0.1471,-0.2286,0.0011,4570
Fri Dec 20 2024,SPX241220C05825000,237.39,0.24,237,237.9,4,0.1463,0.7682,0.0011,6015,5825.00,SPX241220P05825000,38.77,-3.58,38.9,39.4,409,0.1462,-0.233,0.0011,5705
Fri Dec 20 2024,SPX241220C05830000,246.33,13.08,232.8,233.7,10,0.1455,0.7638,0.0011,5887,5830.00,SPX241220P05830000,39.39,-3.76,39.7,40.2,33,0.1455,-0.2374,0.0011,7829
Fri Dec 20 2024,SPX241220C05835000,233.17,0,228.6,229.5,0,0.1447,0.7592,0.0011,3420,5835.00,SPX241220P05835000,40,-3.95,40.5,41,81,0.1447,-0.242,0.0011,3345
Fri Dec 20 2024,SPX241220C05840000,228.49,0,224.4,225.3,0,0.1438,0.7546,0.0011,4461,5840.00,SPX241220P05840000,41.2,-3.65,41.3,41.8,4,0.1439,-0.2466,0.0011,4199
Fri Dec 20 2024,SPX241220C05845000,221.2,0,220.3,221.2,0,0.1432,0.7498,0.0011,5616,5845.00,SPX241220P05845000,41.54,-4.11,42.1,42.7,56,0.1432,-0.2514,0.0011,6147
Fri Dec 20 2024,SPX241220C05850000,217.38,0.68,216.2,217.1,25,0.1424,0.745,0.0012,44495,5850.00,SPX241220P05850000,43.08,-3.47,43,43.5,1587,0.1424,-0.2562,0.0012,45280
Fri Dec 20 2024,SPX241220C05855000,213.79,1.24,212.1,213,10,0.1416,0.7401,0.0012,8198,5855.00,SPX241220P05855000,45.21,-2.34,43.9,44.4,78,0.1417,-0.2612,0.0012,7815
Fri Dec 20 2024,SPX241220C05870000,207.7,6.95,200,200.8,84,0.1393,0.7246,0.0012,7689,5870.00,SPX241220P05870000,47.35,-3.1,46.6,47.2,85,0.1394,-0.2766,0.0012,7581
Fri Dec 20 2024,SPX241220C05875000,199.5,2.9,196,196.8,32,0.1386,0.7192,0.0012,8174,5875.00,SPX241220P05875000,46.69,-4.76,47.6,48.2,2259,0.1387,-0.282,0.0012,8500
Fri Dec 20 2024,SPX241220C05880000,192.03,-0.87,192,192.9,34,0.1379,0.7138,0.0013,6836,5880.00,SPX241220P05880000,48.6,-3.85,48.6,49.2,1,0.138,-0.2874,0.0013,7094
Fri Dec 20 2024,SPX241220C05885000,188.08,-0.92,188.1,188.9,9,0.1371,0.7082,0.0013,5545,5885.00,SPX241220P05885000,48.56,-4.99,49.7,50.3,680,0.1373,-0.293,0.0013,5607
Fri Dec 20 2024,SPX241220C05890000,196.03,11.03,184.1,185,2,0.1364,0.7025,0.0013,6153,5890.00,SPX241220P05890000,50.37,-4.28,50.7,51.3,18,0.1365,-0.2987,0.0013,5928
Fri Dec 20 2024,SPX241220C05895000,173,0,180.3,181.2,0,0.1358,0.6967,0.0013,7385,5895.00,SPX241220P05895000,51.62,-4.18,51.8,52.4,1,0.1358,-0.3045,0.0013,7172
Fri Dec 20 2024,SPX241220C05900000,178.45,1.2,176.4,177.3,1935,0.1351,0.6908,0.0013,53028,5900.00,SPX241220P05900000,51.96,0.55,52.9,53.5,1797,0.1351,-0.3104,0.0013,42715
Fri Dec 20 2024,SPX241220C05905000,179.62,0,172.6,173.5,0,0.1344,0.6848,0.0014,8547,5905.00,SPX241220P05905000,53.73,-4.42,54.1,54.7,63,0.1344,-0.3165,0.0014,8386
Fri Dec 20 2024,SPX241220C05910000,171.48,1.58,168.8,169.7,2,0.1337,0.6786,0.0014,6818,5910.00,SPX241220P05910000,55.4,-3.9,55.3,55.9,52,0.1338,-0.3226,0.0014,6816
Fri Dec 20 2024,SPX241220C05915000,167.09,0.99,165.1,165.9,2,0.133,0.6723,0.0014,1751,5915.00,SPX241220P05915000,55.86,-4.69,56.5,57.1,120,0.1331,-0.3288,0.0014,1839
Fri Dec 20 2024,SPX241220C05920000,163.12,0.62,161.3,162.2,103,0.1323,0.666,0.0014,2238,5920.00,SPX241220P05920000,57.8,-4.05,57.7,58.4,35,0.1324,-0.3353,0.0014,1117
Fri Dec 20 2024,SPX241220C05925000,160.5,1.75,157.7,158.5,34,0.1317,0.6594,0.0014,6244,5925.00,SPX241220P05925000,59,-4.25,59,59.7,144,0.1317,-0.3418,0.0014,3542
Fri Dec 20 2024,SPX241220C05930000,155.72,0.47,154,154.9,4,0.131,0.6529,0.0014,2206,5930.00,SPX241220P05930000,60.1,-4.45,60.3,61,3,0.131,-0.3484,0.0014,2224
Fri Dec 20 2024,SPX241220C05935000,152.01,0.46,150.4,151.3,10,0.1304,0.6462,0.0015,5715,5935.00,SPX241220P05935000,61.9,-4.1,61.7,62.4,3,0.1304,-0.3551,0.0015,4701
Fri Dec 20 2024,SPX241220C05940000,160.6,12.45,146.8,147.7,1,0.1298,0.6393,0.0015,1801,5940.00,SPX241220P05940000,62,-5.45,63.1,63.8,31,0.1298,-0.3619,0.0015,1527
Fri Dec 20 2024,SPX241220C05945000,139.6,0,143.3,144.2,0,0.1292,0.6324,0.0015,1129,5945.00,SPX241220P05945000,64.2,-4.7,64.5,65.2,4,0.1291,-0.3689,0.0015,1371
Fri Dec 20 2024,SPX241220C05950000,144.23,2.98,139.8,140.7,322,0.1286,0.6253,0.0015,19239,5950.00,SPX241220P05950000,64.74,-5.66,66,66.7,606,0.1286,-0.376,0.0015,12396
Fri Dec 20 2024,SPX241220C05955000,144.85,7.05,136.3,137.2,1,0.1279,0.6182,0.0015,2782,5955.00,SPX241220P05955000,67.7,-4.3,67.5,68.2,3,0.128,-0.383,0.0015,2708
Fri Dec 20 2024,SPX241220C05960000,134.02,-0.23,132.9,133.8,4,0.1273,0.6109,0.0016,4074,5960.00,SPX241220P05960000,71.68,-1.92,69.1,69.8,2,0.1274,-0.3904,0.0016,4680
Fri Dec 20 2024,SPX241220C05965000,132.2,0,129.4,130.5,0,0.1267,0.6035,0.0016,703,5965.00,SPX241220P05965000,68.81,-6.39,70.7,71.4,10,0.1268,-0.3977,0.0016,717
Fri Dec 20 2024,SPX241220C05970000,125.88,0,126.1,127.2,0,0.1262,0.596,0.0016,475,5970.00,SPX241220P05970000,70.91,-5.99,72.3,73,1,0.1262,-0.4052,0.0016,172
Fri Dec 20 2024,SPX241220C05975000,136.3,11.8,122.9,123.8,5,0.1256,0.5884,0.0016,1896,5975.00,SPX241220P05975000,72.23,-6.37,74,74.7,117,0.1257,-0.4128,0.0016,860
Fri Dec 20 2024,SPX241220C05980000,131.8,10.5,119.7,120.5,6,0.125,0.5807,0.0016,3516,5980.00,SPX241220P05980000,75.13,-5.22,75.7,76.4,7,0.125,-0.4206,0.0016,2854
Fri Dec 20 2024,SPX241220C05985000,128.4,10.3,116.5,117.3,1,0.1245,0.5728,0.0016,1494,5985.00,SPX241220P05985000,76.77,-5.38,77.5,78.2,17,0.1246,-0.4284,0.0016,1427
Fri Dec 20 2024,SPX241220C05990000,128.1,13.1,113.4,114.1,1,0.1239,0.5649,0.0016,4831,5990.00,SPX241220P05990000,78.52,-5.48,79.3,80,11,0.124,-0.4363,0.0016,3515
Fri Dec 20 2024,SPX241220C05995000,111.27,-0.73,110.3,111,35,0.1234,0.557,0.0016,7367,5995.00,SPX241220P05995000,79.95,-5.95,81.2,81.9,25,0.1235,-0.4442,0.0016,2887
Fri Dec 20 2024,SPX241220C06000000,110.2,1.15,107.2,108,15622,0.123,0.5489,0.0017,69827,6000.00,SPX241220P06000000,81.4,-6.4,83.1,83.8,18358,0.123,-0.4524,0.0017,48117
Fri Dec 20 2024,SPX241220C06005000,111.9,5.9,104.2,104.9,2,0.1224,0.5407,0.0017,1380,6005.00,SPX241220P06005000,84.2,-5.6,85.1,85.8,54,0.1226,-0.4605,0.0017,1489
Fri Dec 20 2024,SPX241220C06010000,103.47,0.37,101.2,102,15,0.122,0.5325,0.0017,3820,6010.00,SPX241220P06010000,86.2,-5.7,87.1,87.8,42,0.122,-0.4688,0.0017,3611
Fri Dec 20 2024,SPX241220C06015000,96.5,-1.05,98.3,99.1,292,0.1215,0.5242,0.0017,1710,6015.00,SPX241220P06015000,92.5,-1.4,89.2,89.9,330,0.1216,-0.477,0.0017,1664
Fri Dec 20 2024,SPX241220C06020000,96.6,-0.65,95.5,96.2,884,0.121,0.5158,0.0017,3821,6020.00,SPX241220P06020000,91.2,-5,91.3,92,1234,0.1212,-0.4854,0.0017,3766
Fri Dec 20 2024,SPX241220C06025000,96.19,3.19,92.7,93.4,6968,0.1206,0.5074,0.0017,10932,6025.00,SPX241220P06025000,91.69,-6.71,93.4,94.2,7422,0.1207,-0.4939,0.0017,8786
Fri Dec 20 2024,SPX241220C06030000,94,2.1,90,90.7,2715,0.1202,0.4988,0.0017,3320,6030.00,SPX241220P06030000,93,-7.55,95.6,96.4,2685,0.1202,-0.5024,0.0017,3082
Fri Dec 20 2024,SPX241220C06035000,85.66,-1.55,87.3,88,3929,0.1198,0.4903,0.0017,2674,6035.00,SPX241220P06035000,102.01,-0.84,97.9,98.7,3920,0.1198,-0.5109,0.0017,2371
Fri Dec 20 2024,SPX241220C06040000,86.2,-0.25,84.6,85.3,3293,0.1194,0.4817,0.0017,2707,6040.00,SPX241220P06040000,99.06,-6.09,100.2,101,3294,0.1194,-0.5195,0.0017,2484
Fri Dec 20 2024,SPX241220C06045000,82.9,-1,82,82.7,507,0.119,0.4731,0.0017,821,6045.00,SPX241220P06045000,97.8,-9.9,102.6,103.4,537,0.119,-0.5281,0.0017,411
Fri Dec 20 2024,SPX241220C06050000,82.8,1.45,79.5,80.2,1562,0.1186,0.4644,0.0017,13456,6050.00,SPX241220P06050000,104.8,-5.29,105,105.8,3022,0.1186,-0.5368,0.0017,2869
Fri Dec 20 2024,SPX241220C06055000,78.7,-0.2,77,77.7,1,0.1183,0.4558,0.0017,60,6055.00,SPX241220P06055000,102.5,-5.68,107.5,108.3,86,0.1183,-0.5454,0.0017,62
Fri Dec 20 2024,SPX241220C06060000,84.2,7.7,74.6,75.3,35,0.118,0.4471,0.0017,367,6060.00,SPX241220P06060000,110.23,0,110,110.9,0,0.118,-0.5541,0.0017,61
Fri Dec 20 2024,SPX241220C06065000,74.5,0.4,72.2,72.9,4,0.1176,0.4384,0.0017,46,6065.00,SPX241220P06065000,218.9,0,112.6,113.5,0,0.1176,-0.5628,0.0017,11
Fri Dec 20 2024,SPX241220C06070000,70.52,-1.38,69.9,70.6,38,0.1173,0.4297,0.0017,1414,6070.00,SPX241220P06070000,112.89,0,115.3,116.2,0,0.1174,-0.5715,0.0017,26
Fri Dec 20 2024,SPX241220C06075000,69,-0.6,67.7,68.3,1209,0.117,0.421,0.0017,8936,6075.00,SPX241220P06075000,117.1,-6.05,118,118.9,237,0.1171,-0.5802,0.0017,135
Fri Dec 20 2024,SPX241220C06080000,66.3,-1.05,65.4,66.1,3,0.1167,0.4123,0.0017,545,6080.00,SPX241220P06080000,281.86,0,120.8,121.6,0,0.1168,-0.5889,0.0017,20
Fri Dec 20 2024,SPX241220C06085000,75.14,9.94,63.3,63.9,6,0.1164,0.4036,0.0017,58,6085.00,SPX241220P06085000,300.09,0,123.4,124.7,0,0.1165,-0.5976,0.0017,3
Fri Dec 20 2024,SPX241220C06090000,65.7,2.55,61.2,61.8,42,0.1162,0.395,0.0017,720,6090.00,SPX241220P06090000,315.3,0,126.3,127.5,0,0.1162,-0.6062,0.0017,7
